AREA,BFIHOST,FARL,FPEXT,LDP,PROPWET,RMED-1D,SAAR,Index flood
100.33,0.404,0.999,0.0928,27.2,0.61,35.4,1270,63.715004
401.59,0.411,0.945,0.0539,41.13,0.75,39.5,1431,101.336
608.13,0.526,0.985,0.0313,77.1,0.46,42.2,1249,169.462
664.23,0.425,0.996,0.0496,74.99,0.49,39.8,1185,230.045
1008.94,0.452,0.927,0.0565,70.89,0.71,36.5,1316,145.5
65.59,0.513,0.993,0.0617,20.68,0.71,50.5,1599,53.748
20.17,0.811,1,0.0149,10.07,0.38,39.3,1012,0.406
44.59,0.376,0.939,0.0894,19.89,0.52,35.4,987,16.005
27.18,0.386,1,0.0183,9.88,0.66,72.3,2341,50.404
212.19,0.514,0.976,0.0739,33.58,0.71,54.1,1726,148.543
263.01,0.376,0.986,0.0568,42.97,0.59,37.8,1264,163.293
155.39,0.518,0.997,0.07,37.34,0.41,33.1,774,40.298
687.29,0.565,0.947,0.0303,58.42,0.41,37.5,1114,117.477
60.24,0.568,0.979,0.0606,17.39,0.29,34,686,7.3114996
42.1,0.632,0.997,0.0117,14.72,0.32,33.1,715,9.52
167.21,0.327,0.991,0.0455,38.71,0.67,39.1,1292,100.777
34.76,0.584,0.917,0.0441,15.03,0.53,38.2,1055,9.523
235.9,0.537,0.97,0.0761,46.2,0.25,27.8,566,12.016
126.98,0.402,0.996,0.0988,17.94,0.28,26.7,577,12.4
2645.6,0.484,0.956,0.0526,146.99,0.65,36.6,1133,420.9705
149.89,0.414,0.979,0.0488,36.33,0.5,36.6,1019,49.783
66.84,0.409,1,0.0297,23.39,0.68,51,1492,83.631
43.99,0.367,0.746,0.0281,13.07,0.71,81.9,2629,20.046
1894.26,0.472,0.967,0.0693,157.79,0.5,42.4,1230,387.97552
414.4,0.778,0.968,0.0711,54.9,0.37,38.6,968,21.9
105.29,0.491,0.994,0.0361,27.17,0.4,40.5,1040,57.872
77.57,0.865,0.971,0.0822,34.38,0.33,31.8,736,3.4775
288.53,0.498,0.996,0.0383,39.74,0.39,40.1,994,104.8665
335.39,0.504,0.914,0.0771,38.11,0.62,42.2,1558,195.072
474.08,0.338,0.822,0.0698,56.85,0.73,40.4,1383,140.62851
101.64,0.471,0.951,0.0616,17.71,0.53,51.9,1261,64.99451
697.46,0.459,0.986,0.0378,62.86,0.68,39,1231,300.532
387.74,0.48,0.983,0.1108,40.11,0.31,30.4,655,21.8
30.36,0.565,0.993,0.063,11.52,0.35,33.9,884,13.505
121.64,0.45,0.999,0.0465,29.19,0.49,39,1199,63.4845
95.57,0.305,1,0.0292,18.51,0.56,34.2,993,63.975
574.66,0.449,0.97,0.0598,61.86,0.52,42.7,1256,191.494
85.83,0.838,1,0.07,18.26,0.32,31.1,759,3.616
517.56,0.484,0.993,0.0619,76.12,0.54,43.3,1392,135.8425
74.34,0.941,0.995,0.0403,21.67,0.34,37,885,1.314
147.47,0.803,0.926,0.1336,41.66,0.26,29.2,683,3.679
6.52,0.397,0.992,0.0031,4.69,0.83,70.4,2555,6.25
36.97,0.301,1,0.0326,16.5,0.44,35.4,1085,26.395
248.21,0.635,0.986,0.2001,34.68,0.31,32.1,637,10.450001
634.78,0.504,0.992,0.0672,77.29,0.46,37.9,827,82.895004
363.76,0.532,0.94,0.0473,52.95,0.51,40.5,1086,85.687
57.67,0.553,0.937,0.0111,21,0.35,37.8,1101,13.053
128.42,0.613,1,0.1962,21.41,0.24,28.9,558,5.156
158.22,0.419,0.992,0.1244,26.5,0.62,33.4,1285,66.094
19.39,0.439,0.991,0.0711,12.51,0.56,47.5,1477,10.7745
1459.55,0.894,0.985,0.0694,95.25,0.34,33.4,807,46.46
847.7,0.354,0.945,0.0526,85.6,0.54,39.6,1122,375.695
27.75,0.633,0.996,0.023,10.61,0.35,36.7,1009,10.268
183.49,0.46,0.977,0.086,29.02,0.58,32,1143,52.66
216.48,0.553,0.999,0.0505,38.77,0.46,43.3,1420,61.3665
105.31,0.352,0.938,0.0413,14.3,0.85,58.3,2456,198.528
-999,0.449,1,0.0241,22.39,0.63,37,1001,31.67
313.59,0.421,0.987,0.0821,46.35,0.58,32.8,1156,106.918
964.93,0.395,0.976,0.1004,76.19,0.57,31.1,1008,118.6595
109.57,0.354,0.906,0.0951,21.45,0.29,31.5,668,13.349501
219.21,0.438,0.995,0.0483,35.65,0.71,55.1,1670,266.95398
138.63,0.379,0.836,0.0327,29.9,0.75,54.1,2470,80.978
382.69,0.39,0.958,0.0849,48.1,0.35,35,805,76.128
48.51,0.642,0.977,0.0264,15.65,0.44,38.1,1076,4.386
397.92,0.362,0.813,0.0397,49.02,0.74,55.4,2117,309.038
81.6,0.615,0.99,0.0328,27.08,0.41,36.3,968,8.4805
355.07,0.583,0.997,0.0723,40.55,0.41,39.8,956,150.8005
9.85,0.578,1,0.0056,4.66,0.42,44.2,1270,4.262
52.85,0.388,0.984,0.0892,21.42,0.31,31,599,11.084
578.21,0.393,0.993,0.0403,82.28,0.44,34.4,850,139.673
199.42,0.757,0.963,0.0808,41.8,0.29,32.6,667,16.6035
33.76,0.437,0.998,0.2498,13.3,0.37,31.5,831,6.109
272.2,0.498,0.994,0.0505,44.15,0.68,33.1,1012,94.4505
510.9,0.386,0.99,0.0452,60.56,0.63,45.3,1338,238.2135
117.12,0.372,0.844,0.0397,27.82,0.59,44.1,1530,90.532
152.4,0.678,0.976,0.0232,26.72,0.52,37.4,1165,16.5275
236.84,0.436,0.974,0.0376,31.8,0.81,43.7,1785,190.699
155.76,0.357,0.973,0.0664,28.83,0.63,45.1,1512,70.779
196.18,0.611,0.975,0.1367,37.33,0.28,28.2,589,5.073
1012.97,0.31,0.993,0.0471,66.25,0.5,34.7,1023,367.601
417.01,0.403,0.953,0.0885,55.23,0.28,30.7,634,38.588
559.72,0.689,0.93,0.1299,79.18,0.3,29.8,672,18.561
50.04,0.931,1,0.0367,12.76,0.35,35.1,968,2.8575
183,0.498,0.994,0.0888,31.76,0.61,36.9,1202,85.8535
185.66,0.403,0.897,0.0381,30.64,0.62,41.7,1305,72.44
43.43,0.377,0.999,0.0328,-999,0.62,51.8,1806,53.942
319.94,0.441,0.998,0.0991,-999,0.6,33.6,1163,106.756
552.57,0.324,0.858,0.0555,56.43,0.65,33,1117,169.057
118.05,0.656,0.943,0.0453,28.03,0.37,39.5,1056,21.405
11.76,0.597,0.923,0.0183,7.41,0.38,41.4,1030,1.234
20.38,0.539,0.978,0.0028,12.14,0.54,50.9,1485,7.7565002
198.07,0.553,0.999,0.0295,32.69,0.48,50.8,1555,111.322
125.92,0.553,0.999,0.0382,28.39,0.49,37.5,962,26.7795
92.61,0.536,0.989,0.0297,22.2,0.43,34.2,762,17.979
883.12,0.528,0.976,0.0746,87.48,0.42,34.3,936,119.094
203.65,0.562,0.977,0.0537,40.88,0.36,36.2,964,43.723
77.73,0.386,0.947,0.0635,25.81,0.5,37.8,1181,16.774
194.15,0.381,0.994,0.1067,44.61,0.34,33.3,726,43.54
1283.4,0.426,0.96,0.0412,84.45,0.53,44.7,1386,529.327
89.42,0.451,1,0.0172,23.5,0.53,60,2038,101.89
148.7,0.538,0.994,0.1466,33.49,0.35,28.8,729,15.362
307.14,0.489,0.986,0.0503,43.22,0.43,34.7,713,57.803
140.38,0.493,0.994,0.0688,40,0.31,28.4,579,13.836
938.48,0.452,0.966,0.0616,85.17,0.61,38.5,1204,247.7385
133.52,0.551,0.965,0.0329,37.06,0.49,38,906,36.8565
188.05,0.654,0.954,0.19,34.67,0.4,29,739,10.653
117.35,0.422,0.97,0.0458,28.01,0.36,39.4,899,27.434
15.85,0.959,1,0.0305,7.33,0.32,33.9,757,0.142
801.65,0.437,0.943,0.1041,66.98,0.3,30.2,648,62.661
139.27,0.436,0.997,0.0284,33.73,0.57,32.7,915,71.038
78.54,0.28,0.998,0.0224,17.99,0.63,39.2,1156,53.15
32.34,0.345,0.645,0.0154,10.6,0.71,70.2,2438,12.811
109.39,0.512,0.896,0.0293,28.24,0.68,43.8,1244,69.8325
149.24,0.404,0.743,0.0382,23.62,0.67,62.8,2150,59.096
322.97,0.27,0.995,0.0303,35.83,0.64,41.4,1331,237.306
1149.07,0.442,0.836,0.0373,89.04,0.7,49.4,1950,354.832
74.13,0.362,0.999,0.0106,17.37,0.59,34.8,895,25.0555
55.72,0.82,0.958,0.0247,13.54,0.29,35.4,698,3.084
455.1,0.338,0.97,0.024,50.31,0.59,38.2,1034,201.807
134.5,0.443,0.904,0.0413,23,0.36,35,812,27.875
25.62,0.395,1,0.1129,10.77,0.28,25.2,598,3.661
59.98,0.482,0.997,0.0313,14.24,0.72,40.6,1344,26.132
16.05,0.888,0.96,0.0173,8.95,0.36,35.3,819,0.459
148.28,0.508,0.942,0.1816,32.6,0.39,30.5,818,19.550499
62.9,0.696,0.975,0.028,14.16,0.38,33.3,863,3.601
99.67,0.386,0.997,0.1071,19.83,0.33,36.9,854,21.602001
173.41,0.3,0.978,0.0195,23.41,0.59,42.4,1279,117.7115
1037.36,0.766,0.965,0.0782,90.42,0.31,32.9,758,38.394
63.26,0.494,1,0.0256,23.03,0.61,45.5,1299,36.5695
33.97,0.457,0.999,0.0724,12.97,0.64,46.2,1428,34.576
263.74,0.563,0.96,0.0545,40.53,0.36,37.4,965,57.007
326.55,0.903,1,0.071,48.34,0.34,31,744,11.106
1260.92,0.47,0.917,0.0589,88.07,0.7,36.4,1277,165.854
50.13,0.656,0.993,0.1238,14.39,0.27,32.4,641,5.8805
58.81,0.273,1,0.0201,13.34,0.59,38.3,1199,64.633
31.84,0.393,1,0.027,9.94,0.71,11.9,2340,43.18
12.06,0.879,0.944,0.0162,6.32,0.38,40.8,1030,0.861
502.73,0.443,0.928,0.0386,54.52,0.67,41.3,1306,241.075
130.45,0.405,0.978,0.0966,26.97,0.34,36.2,814,38.989502
345.2,0.322,0.978,0.0409,48.82,0.47,32.7,941,134.5495
367.59,0.339,0.98,0.0813,52.64,0.6,37.3,1228,200.4925
397.97,0.555,0.991,0.0405,53.62,0.41,35.8,1022,87.253
445.22,0.366,0.976,0.0362,61.92,0.62,43.4,1369,267.21
920.16,0.481,0.993,0.044,74.06,0.49,40.1,1215,263.276
377.16,0.507,0.965,0.0481,42.63,0.66,39.9,1255,123.485504
407.17,0.453,0.86,0.0623,42.2,0.66,54.5,1768,179.0455
1844.19,0.448,0.977,0.0787,78.34,0.62,35,1288,574.8425
3211.11,0.437,0.806,0.0406,117.3,0.69,43.4,1609,839.283
164.46,0.419,0.997,0.0414,36.96,0.59,53.1,1656,114.109
291.9,0.4,0.989,0.0331,28.76,0.69,42,1334,180.223
64.57,0.394,0.999,0.0523,19.24,0.62,55.6,1723,60.718
708,0.476,0.925,0.0867,79.98,0.29,31.1,632,37.004
258.42,0.399,0.997,0.0487,42.19,0.49,40.2,1231,100.477
74.22,0.629,0.988,0.0381,15.32,0.35,37.4,911,11.4345
219.24,0.454,0.981,0.0632,39.75,0.65,41.7,1484,117.687
136.69,0.469,0.999,0.0538,30.29,0.3,31.7,625,11.798
415.59,0.451,0.982,0.0392,50.96,0.68,39.4,1217,248.084
749.9,0.298,0.989,0.044,60.11,0.6,38.3,1147,469.699
56.18,0.968,0.983,0.1161,21.65,0.24,30.6,688,0.449
120.54,0.568,0.972,0.064,30.76,0.53,36.9,975,20.461
84.62,0.532,1,0.2355,25.06,0.37,31.1,715,9.631
283.47,0.385,0.977,0.0734,38.62,0.62,39.3,1151,67.482
54.47,0.338,1,0.0913,19.53,0.52,35.8,991,36.683
571.36,0.509,0.985,0.0861,79.29,0.25,27.7,580,27.452
305.19,0.622,0.988,0.0931,34.55,0.34,33,804,36.405
28.99,0.443,0.975,0.0822,14.2,0.6,40.2,1183,15.934
170.94,0.365,0.992,0.0583,33.33,0.53,34.6,995,48.522
48.51,0.906,0.944,0.1181,17.72,0.24,29.9,686,1.129
25.26,0.499,0.978,0.035,12.54,0.45,44.2,1445,9.565
74.95,0.276,0.855,0.092,16.74,0.28,31.8,575,7.126
53.51,0.955,1,0.0537,12.35,0.34,32.8,770,1.076
181.9,0.537,0.967,0.0414,28.01,0.44,43.8,1437,81.849
92.96,0.321,0.962,0.0936,29.76,0.35,36.1,812,29.826
2026.73,0.47,0.977,0.0919,121.61,0.5,38.9,1147,285.066
111.18,0.352,0.85,0.0273,21.23,0.55,60.5,1858,96.308
497.61,0.381,0.998,0.0383,60.77,0.61,41,1123,335.6595
618.21,0.474,0.998,0.06,62.7,0.66,41,1142,248.095
182.4,0.567,0.998,0.0313,29.92,0.53,35.4,955,31.6225
258.14,0.33,0.97,0.0549,42.42,0.6,50.9,1602,225.574
202.93,0.427,0.997,0.0406,34.67,0.45,35.8,758,61.86
304.96,0.587,0.923,0.0682,58.04,0.5,35.7,942,95.83
184.74,0.477,0.963,0.0365,24.81,0.62,59.6,1674,159.2635
102.42,0.479,0.979,0.0532,18.95,0.33,35.7,837,15.227
21.87,0.302,1,0.0061,16.21,0.45,40.5,1056,14.563499
132.96,0.468,0.982,0.0659,26.36,0.31,28.5,588,12.919
209.94,0.555,0.987,0.0338,33.98,0.45,42.9,1338,70.447
4586.97,0.473,0.847,0.0534,130.42,0.58,41.6,1424,992.846
243.54,0.492,0.993,0.1291,32.46,0.61,36.6,1205,59.699
204.71,0.388,0.975,0.0575,33.39,0.35,36.6,857,36.558
98.48,0.428,1,0.0333,22.53,0.59,52.5,1900,147.55551
1569.29,0.575,0.985,0.0961,94.38,0.34,34.3,817,167.223
427.14,0.699,0.965,0.0682,62.55,0.32,33.1,691,25.7
193.51,0.645,0.954,0.1198,37.58,0.34,28.9,719,11.2225
240.98,0.476,0.996,0.0382,35.19,0.51,40.6,1274,78.168
29.38,0.367,1,0.0599,14.28,0.52,36.6,1079,22.4605
33.62,0.623,0.984,0.0214,9.42,0.42,39.3,1161,5.3075
88.25,0.625,0.991,0.0666,19.69,0.35,35.8,851,12.157
79.86,0.561,0.975,0.0316,21.35,0.49,38.3,949,19.489
205.45,0.531,0.999,0.0348,42.61,0.44,36.2,930,51.535
72.12,0.598,0.973,0.1578,25.54,0.31,28.6,649,2.971
156.2,0.406,0.901,0.0553,30.8,0.69,57.4,1828,100.983
32.43,0.949,1,0.0159,13.34,0.31,33.2,721,0.784
67.62,0.691,1,0.0381,26.18,0.4,33.8,834,14.407
7.17,0.398,1,0.0059,4.6,0.5,37.1,1150,aaa
141.9,0.572,0.998,0.0451,35.42,0.36,37.9,887,36.146
63.71,0.485,0.997,0.0494,19.83,0.63,48.9,1489,29.21
1092.13,0.478,0.984,0.061,90.61,0.59,49.8,1534,312.826
181.88,0.435,0.898,0.0537,46.15,0.66,52.3,1756,109.671
